"ID";"Código";"Descrição";"Unidade";"NCM";"Origem";"Preço";"Valor IPI fixo";"Observações";"Situação";"Estoque";"Preço de custo";"Cód. no fornecedor";"Fornecedor";"Localização";"Estoque máximo";"Estoque mínimo";"Peso líquido (Kg)";"Peso bruto (Kg)";"GTIN/EAN";"GTIN/EAN da Embalagem";"Largura do produto";"Altura do Produto";"Profundidade do produto";"Data Validade";"Descrição do Produto no Fornecedor";"Descrição Complementar";"Itens p/ caixa";"Produto Variação";"Tipo Produção";"Classe de enquadramento do IPI";"Código na Lista de Serviços";"Tipo do item";"Grupo de Tags/Tags";"Tributos";"Código Pai";"Código Integração";"Grupo de produtos";"Marca";"CEST";"Volumes";"Descrição Curta";"Cross-Docking";"URL Imagens Externas";"Link Externo";"Meses Garantia no Fornecedor";"Clonar dados do pai";"Condição do Produto";"Frete Grátis";"Número FCI";"Vídeo";"Departamento";"Unidade de Medida";"Preço de Compra";"Valor base ICMS ST para retenção";"Valor ICMS ST para retenção";"Valor ICMS próprio do substituto";"Categoria do produto";"Informações Adicionais"
"16698914688";"AR-CL-BLK-G	";"Tamanho:G;Cor:Preto";"";"";"0";"220,00";"0,00";"";"Ativo";"5,00";"0,00";"	";"";"	";"0,00";"0,00";"0,104";"0,104";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872917053576";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914685";"AR-CL-CML-M	";"Tamanho:M;Cor:Caramelo";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,081";"0,081";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916955272";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914683";"AR-CL-BRW-M	";"Tamanho:M;Cor:Marrom";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,081";"0,081";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916889736";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914682";"AR-CL-OFF-M	";"Tamanho:M;Cor:Off White";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,081";"0,081";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916856968";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914684";"AR-CL-BLK-M	";"Tamanho:M;Cor:Preto";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,081";"0,081";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916922504";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914681";"AR-CL-CML-S	";"Tamanho:P;Cor:Caramelo";"";"";"0";"220,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,078";"0,078";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916824200";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914679";"AR-CL-BRW-S	";"Tamanho:P;Cor:Marrom";"";"";"0";"220,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,078";"0,078";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916758664";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914678";"AR-CL-OFF-S	";"Tamanho:P;Cor:Off White";"";"";"0";"220,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,078";"0,078";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916725896";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914680";"AR-CL-BLK-S	";"Tamanho:P;Cor:Preto";"";"";"0";"220,00";"0,00";"";"Ativo";"25,00";"0,00";"	";"";"	";"0,00";"0,00";"0,078";"0,078";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>O básico bem feito. A coleira ARIA reúne acabamento premium e ajuste confortável num desenho minimalista, leve o bastante para o cachorro usar todo dia.</p><p>Disponível nos tamanhos P, M e G e em quatro cores: off white, marrom, preto e caramelo. Combina com a guia e o peitoral da mesma linha.</p><p><strong>Medidas</strong></p><ul>
<li>P — pescoço de 28 a 38 cm · tira de 2,0 cm de largura</li>
<li>M — pescoço de 34 a 50 cm · tira de 2,0 cm de largura</li>
<li>G — pescoço de 42 a 62 cm · tira de 2,5 cm de largura</li>
</ul><p>Antes de escolher, meça o pescoço do seu cachorro com uma fita métrica e confira o <a href=""/pages/guia-de-tamanhos"">guia de tamanhos das coleiras e peitorais</a>.</p>";"0,00";"Produto";"Terceiros";"";"";"";"";"0,00";"8925331423368";"45872916791432";"";"";"";"0";"";"";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914662";"8925329686664	";"Guia para Cachorro ARIA";"";"";"0";"0,00";"0,00";"";"Ativo";"0,00";"0,00";"	";"";"	";"0,00";"0,00";"0,000";"0,000";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Leve, resistente e atemporal. A guia ARIA tem 230 cm: comprida o bastante para dar liberdade ao cachorro e firme o bastante para o passeio de todo dia.</p>
<p>Disponível em quatro cores: preto, marrom, off white e caramelo. Combina com a coleira e o peitoral da mesma linha.</p>
<p><strong>Medidas</strong></p>
<ul>
<li>Comprimento: 230 cm</li>
<li>Largura da tira: 2,0 cm</li>
</ul>
<p>Para acertar o tamanho da coleira ou do peitoral que vão junto com a guia, veja o &lt;a href=""../pages/guia-de-tamanhos""&gt;guia de tamanhos das coleiras e peitorais&lt;/a&gt;.</p>";"0,00";"";"Terceiros";"";"";"";"";"0,00";"";"8925329686664";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914674";"AR-LS-CML	";"Cor:Caramelo;Tamanho:P";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,168";"0,168";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Leve, resistente e atemporal. A guia ARIA tem 230 cm: comprida o bastante para dar liberdade ao cachorro e firme o bastante para o passeio de todo dia.</p>
<p>Disponível em quatro cores: preto, marrom, off white e caramelo. Combina com a coleira e o peitoral da mesma linha.</p>
<p><strong>Medidas</strong></p>
<ul>
<li>Comprimento: 230 cm</li>
<li>Largura da tira: 2,0 cm</li>
</ul>
<p>Para acertar o tamanho da coleira ou do peitoral que vão junto com a guia, veja o &lt;a href=""../pages/guia-de-tamanhos""&gt;guia de tamanhos das coleiras e peitorais&lt;/a&gt;.</p>";"0,00";"";"Terceiros";"";"";"";"";"0,00";"8925329686664";"45872803250312";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914666";"AR-LS-BRW	";"Cor:Marrom;Tamanho:P";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,168";"0,168";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Leve, resistente e atemporal. A guia ARIA tem 230 cm: comprida o bastante para dar liberdade ao cachorro e firme o bastante para o passeio de todo dia.</p>
<p>Disponível em quatro cores: preto, marrom, off white e caramelo. Combina com a coleira e o peitoral da mesma linha.</p>
<p><strong>Medidas</strong></p>
<ul>
<li>Comprimento: 230 cm</li>
<li>Largura da tira: 2,0 cm</li>
</ul>
<p>Para acertar o tamanho da coleira ou do peitoral que vão junto com a guia, veja o &lt;a href=""../pages/guia-de-tamanhos""&gt;guia de tamanhos das coleiras e peitorais&lt;/a&gt;.</p>";"0,00";"";"Terceiros";"";"";"";"";"0,00";"8925329686664";"45872803053704";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
"16698914671";"AR-LS-OFF	";"Cor:Off White;Tamanho:P";"";"";"0";"220,00";"0,00";"";"Ativo";"15,00";"0,00";"	";"";"	";"0,00";"0,00";"0,168";"0,168";"	";"	";"0,00";"0,00";"0,00";"";"";"<p>Leve, resistente e atemporal. A guia ARIA tem 230 cm: comprida o bastante para dar liberdade ao cachorro e firme o bastante para o passeio de todo dia.</p>
<p>Disponível em quatro cores: preto, marrom, off white e caramelo. Combina com a coleira e o peitoral da mesma linha.</p>
<p><strong>Medidas</strong></p>
<ul>
<li>Comprimento: 230 cm</li>
<li>Largura da tira: 2,0 cm</li>
</ul>
<p>Para acertar o tamanho da coleira ou do peitoral que vão junto com a guia, veja o &lt;a href=""../pages/guia-de-tamanhos""&gt;guia de tamanhos das coleiras e peitorais&lt;/a&gt;.</p>";"0,00";"";"Terceiros";"";"";"";"";"0,00";"8925329686664";"45872803152008";"";"";"";"0";"";"0";"";"";"0";"NÃO";"NOVO";"NÃO";"";"";"";"Centímetro";"0,00";"0,0000";"0,0000";"0,0000";"";""
